listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_rating,listing_color,listing_brand,listing_size,,mid,new,running,shoes,,,,retro,mens
nike air max 90 anniversary black croc infrared size 9 ds brand new with rcpt,https://www.ebay.com/itm/275000042852?hash=item400747a564:g:QocAAOSwbR9hdk-V,200.00,0.00,Authenticity Guarantee,slickg123,100.00%,Black,Nike,9,,,,,,,,,,
nike air max 90 black/radiant red-white running shoe cz4222‌-‌001 size size 8,https://www.ebay.com/itm/194326145075?hash=item2d3ebda833:g:lokAAOSwkPZhDHRG,119.99,0.00,Authenticity Guarantee,se_saniter,100.00%,Black,Nike,8,,,,,,,,,,
nike air max 90 exeter edition blk/wh/aurora green wosize size 9 dj5922 001,https://www.ebay.com/itm/393644337076?hash=item5ba707e7b4:g:u5oAAOSw8lxg4Qg7,139.95,9.95,Authenticity Guarantee,jkclothing2009,99.10%,Black,Nike,9,,,,,,,,,,
nike air max 90 golf shoes sail/beetroot-fusion red size size 11 cu9978-105,https://www.ebay.com/itm/393579874938?hash=item5ba3304a7a:g:Bn4AAOSwqElhRRkU,149.95,14.95,Authenticity Guarantee,jkclothing2009,99.10%,Red,Nike,11,,,,,,,,,,
nike air max 90 gs shoes youth size 7y womens 8 university red da9022-100,https://www.ebay.com/itm/184844615585?hash=item2b0998ffa1:g:6Q8AAOSwhqBgpAHl,109.99,0.00,Authenticity Guarantee,jeggs09,99.90%,Red,Nike,7,,,,,,,,,,
nike air max 90 iii eggplant purple white red grey cw1360-100 sz 14 size,https://www.ebay.com/itm/274961451980?var=575242005647&hash=item4004facbcc:g:x1IAAOSwlI1fsdwC,100.00,0.00,Authenticity Guarantee,uniqosolecom,99.90%,Red,Nike,14,,,,,,,,,,
nike air max 90 iron grey/white/dark smoke/black running shoes men size 9,https://www.ebay.com/itm/313690819529?_trkparms=ispr%3D1&hash=item49096e0bc9:g:0s4AAOSwNbdhU0Qc&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSWe8vpvBvNkEhSEKGo8VNyvvPNtFMdu0pALEhcyXa0yRFGJj44C54YYWD%252BAbhwQR1nTuJW59A8QatY3RukZrrUzct5MbIU7ZdC6t8x1TFy6cUhnziUgKehodR393MO5g03fq0LbZpzq30c19ltb4PQM7cKXoJuqTmL5TBdxo%252Fm0NZeZe8Y2vUjOuXNcu8B2GOdLBv0oT3S8lRltSMicY%252B1nmJlZLD%252FQjiIiSbxbrN8zxW3aM1QX%252F4d36wvUU5epjOKTmGYit%252BPLUpDZ5ZP%252BrMWbe6HiRgEiYYwcxX59qExjEOyy%252B12SifOtroPIMMBrDaCm5K71exDy32TkTU7Hn3B1rvDwKYnlUYl%252BR3i%252BNHNMqKWIq116i0nMiXb%252BG4cMvzQeTCbL2D07lDzPcye9oYZ4a8cIMHCaNhDqeviri75gG1Vf0MhpyxwmXBheJEK5WTW5%252BD9xXIXT2Eilx3MwBEhkvfe7OlJJdGKTooS1ReKdjeKm%252B0U58xE2UWv4aSWEzQbsz131pq4WqCKOx8iqJOVc6Fnb57bLi6daiuV22ec2VxOoGnp4CEWK9faCdXH90irXuq576L9ACp0peS%252BGj7iMPeda%252BmV7ogld25yh1m8091%252BHL4Y1LEAbHT%252F0AUFtCHfs9Ly%252FYPWc7J2EoDPy0nSA74L1wHq26ilxPAfbmUIY4Ge9uIyrYH0OMvhyljpaOlRgj4CuzFmH5YarGrMBvNcnARzxGkSjiL%252FUE37K53hoWcX8QJa6LpxI7X1kiecRqoKCX5klnn63uqFuv7s48p9SFVn4W0RA9fK%252FHz94mT%252BeD8niGDqUZNtHlP5kdiW6eo%7Cclp%3A2499334%7Ctkp%3ABFBM3OOA_pZf,159.00,0.00,Authenticity Guarantee,soldsneaker_com,100.00%,Black,Nike,9,,,,,,,,,,
nike air max 90 leather black size 10,https://www.ebay.com/itm/384394538737?hash=item597fb32ef1:g:hU8AAOSw-hFhQJV~,145.70,25.54,No Guarantee,cartified,98.00%,Black,Nike,10,,,,,,,,,,
nike air max 90 premium off noir size 9 brand new with box da1641-003,https://www.ebay.com/itm/393644470327?_trkparms=ispr%3D1&hash=item5ba709f037:g:rZEAAOSw6nRhced8&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS756jE49efRUdZ161WGGuad1ozYWiIRkVTRX3np0v5N3qhziokoM24Pr2t0HYxKCczwULdlNa3%252F6FiKV15%252BpFeXG9NIWXKRvPVQu90RGAZ068SAGPtgIiuCqWpvPoYeWx4oquss0r3jmo%252BHz0su6zerr9Pgy5oORRjrha%252F3oBypwL9IPwOdevBLtKGloD%252Fh9F8QWnK6U1Irp4apQZB83HpYO4cQHGNdCUS775gYE1u%252BahXarwNAT7ni1gv9sGtEAGQOKuFCjZxxU%252FngDEdooEKXKBSv8J3HgCrlPwUcb7bID5pGjeArt9z5dLKFgzAgtjrA6smmLdFv%252BHSjymIkaa5xW2E4dLrT8HVs8ZAW68uVu9TcEUTiWTfwlt42qwWGpSZvtjW%252FFo4qYeiZQoWHTPeOTkUbGq8VxlZ1QCypkEgHOgei%252BVXLMGPQ%252Bx7QS8X3n9Cbjr3pk0Yx8OhzROWgvR5qTEI0euiQWM73ky3SKnMeq4vsHosXNhFzwTCd%252FgbFj7qBZdYizNjsSObE1f6je4AGafCVVqqWNBSG0K6MLX9K3YEAJOnKhXzACTa2id9Ay7sfyolWG8iVJZ6pcsEaMJH5Hbq4YQGZz6l%252BRh3PaNaaqavKb6Sj6Dx2bbzty1BPoWRCO8%252BFnUqGqNBZ3YAQMdY6nafYdu1OZkDhFZZBpEJXNt2VUsW4RJJjxgkkwLPiRC%252BSuMnjMLCEXoZRzlNZX7Fgjl0NhMcjfK8yibJ1YL5Nhv4tpB31UMYV62Qma%252FHciqqi3ChL3QHJJCogaYc%252BpAh9xW%252FZ3xL8orTd47GO7CDgwSNnDeuxy8tDN4t8wWpmKY%7Cclp%3A2499334%7Ctkp%3ABFBM3OOA_pZf,174.95,9.30,Authenticity Guarantee,mic-618915,100.00%,Black,Nike,9,,,,,,,,,,
nike air max 90 recraft triple black size size 15 new with box!,https://www.ebay.com/itm/133739986736?var=433184975344&hash=item1f23863f30:g:Z-oAAOSwtYVghFtX,174.99,15.99,Authenticity Guarantee,natidan2006,99.30%,Black,Nike,15,,,,,,,,,,
"nike air max 90 se ""firste"" shoes sneakers- signal blue db0636-400 size 9",https://www.ebay.com/itm/194404619002?epid=15048577237&_trkparms=ispr%3D1&hash=item2d436b12fa:g:lloAAOSwvgFhVj8C&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSMJP5lymjvym%252B0KHUMc1dIUCOTKPCq4QjTzVZFXK0OTG1mbXMEWd5QmCJsQuvdynorNOtYhXG6%252BqmPdcJQoTmsO8iSNAuRSeHp9SzR%252BAgX9DTK7slJqCF9C%252FaA%252FFjFBQLPe1dhZmQpAwdfh%252BUVxtH6gODjjj6c20BaLFjhXixaQOIFuEubpdpxt4So9G%252Fm5tnqTnaGQj1d0KIhYsDLju3a4u%252BHAw7S%252BL%252F03hWug%252BBydM9oBQA8yLSQeOtVkfycQIqn77PwLF88t3CUEm%252BYmOCJH2zIJFagk%252FHKiBUEG46Ubb1Wr466sUwtE3t6aOxXlgSzqTMthHEE1FMeV9GMs57bQrOykD88TmXkKylYl%252F4YALaV63c1o%252BGCa%252FC7BbBJQRJeWXt8YhAx9deMu8cHVIsSiW0elC72b3acWigw%252Bg9iDm81BY%252BmKLpnjMTlv3yf2cWV%252FdKPucxuEk%252Bxm0O0WNczqpWEHjdZIRLoql6Y0HTM3maBNZdI6VmdQoCvg%252BNtcaGefgPUGdQOzibo9yRU%252BwBfOcCJPO5S3RZ0VRpoByLcdHMu7zNTkrmgnrRFJuWbusr4OUcbiozMR1kMkja7JdojXV%252BuzScXYTUupR22qnQSdTWmR9rv8o4S3CFi6opYUkHzxYSrP5ry9CXUkr80FNgT13d8oImU35qGl7n%252BQ9RFm3LAu0bL4%252BDmKmIdplsF2ovYEJUPmCQ2ut%252Fa%252F2CJpnO9bksCxMBUeVvDzHx13HKuJzmjCs5d6zoGAev5uGhXwUTyLVSCxmaWA2H9N50W9vSEQ%252FBAMaT2ejFwyrwe9ufVWajz2sJZQx5zl4drBMc5Hzi%7Campid%3APL_CLK%7Cclp%3A2499334,152.10,0.00,Authenticity Guarantee,dfwsneakerfan,99.40%,Blue,Nike,9,,,,,,,,,,
nike air max 90 shoes black white persian violet db0625-001 size size 13 new,https://www.ebay.com/itm/384462627401?hash=item5983c22249:g:hkAAAOSwVTJhdWXl,149.00,13.55,Authenticity Guarantee,niwe_1688,90.90%,Black,Nike,13,,,,,,,,,,
nike air max 90 shoes concord pink blast white grey black ct1887-100 sz 10,https://www.ebay.com/itm/185120705576?_trkparms=ispr%3D1&hash=item2b1a0dcc28:g:Wu4AAOSwCj5hcfL2&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiVOxdKebFepbzBLdar3mpcQd5%252FAbJNmtvyPpgEVtNm81Z8bUsE8qrLgrih%252Bcwp%252F2EW6BL%252Bh8zEvTYeBu7AuQPCAnVIUVy%252BzabsFdyPKdJDvCNFFYgWp3GLrdskK%252BNd4nJTahEmnmN6nxCPz1OnWFSdVBPZ0WH4n86%252FjortYHcTGj0pHmcI%252FYACwZCPIxt0IzoSBZU%252Fn0LU8ADi1p7KRPaqnRvFMkeSEDQiNepI%252B63qVfSuiVObUfuzig2gFezDWzaXuy3vVGbyimsO1MGluUUUMh1fD7LtdzQvWZliq82BCaZutUocYVAyes%252FuX9tRztvN04GFROfdWTx%252B0Ii%252FjwheBBCkzXdyyp%252BcXXCQokJujNXE%252FDK%252BQ5UnssbDtvormH49X9ORbVHOKDt9y8i0zrsROVIf3yJ%252F88mxlwEwz%252FqpxlAw8spSf6%252FMKe4nTktQPF%252F0m2Yi3SBoL1WzKljgQ4iCXmPHGdd1lHuwjRKFW3uf%252BRafvFPilWV%252FiPrfWmfjUWe3ypz23LrQILMxzEpYG4ah2gWoqZU5dXpx9NpvQRwDP%252FUsjjKZMjq7uzOKd28OWRz0d2dEiUu5yWo6Yxwihs9BqqUWXhK1ZhygrZnoxeqH9BwGUUUWRFznt4TTehavdPuVJ22js5aZMVK35dUkxYmDtTNwWaDGjmByFOl%252BDV7958xl32RPJDBhMXHCwV9EEORTHdMWaqzJG%252Bdorz3JGACbX0XkPWqp%252Fjrblsrrf23%252FnVizysDBVRUTSsGQ22WwostM1z%252BvnEW0iiib7sgHdFEawIl9%252BbRAyURoE0bV%252B6vgT93Z94%252FEbEdUsmzyLftNew%7Cclp%3A2499334%7Ctkp%3ABFBMoumC_pZf,135.00,14.25,Authenticity Guarantee,sneakerhead_shippingco,100.00%,Black,Nike,10,,,,,,,,,,
nike air max 90 size 10 black persian violet purple white mens shoe db0625-001,https://www.ebay.com/itm/265373937201?hash=item3dc984ee31:g:lA8AAOSwCfJhdF~5,149.99,0.00,Authenticity Guarantee,sole_rewind,100.00%,Black,Nike,10,,,,,,,,,,
nike air max 90 sneakers unisex men size 5 = women size 6 shoes white/red new,https://www.ebay.com/itm/164845460941?hash=item26618e1dcd:g:mLEAAOSwdLVgjw7H,109.99,9.99,Authenticity Guarantee,amazon_kicks_2600,100.00%,Red,Nike,6,,,,,,,,,,
"nike air max 90 triple red sneaker, size 13 bnib cz7918-600",https://www.ebay.com/itm/265337909149?epid=9042116508&_trkparms=ispr%3D1&hash=item3dc75f2f9d:g:rFEAAOSwKophVilH&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiQ9lXn8D6r9jI8oadgGjJZT8D730UpLZ92wSw0CCXZeylLOuZ%252Ft3bS4eCJlU87C6grJj8pmFFiROiiG3R2N0yGM5g%252B2X6Nd6mOMmAD%252B1S5VOn1aJneT9d5dQPbJF0jGbintMjv6GDR%252Fyr9ecBFLrqXxqTA%252B2q2xSseGGOlQ447g8aW3D1cKmalMv3a29BGvfD0CspHywdhPliNLK%252FJ3Dg0TeEtONdXil2WsTTRWnCAfl%252B0NvGB71oKZgSl4mCKRQIgZ2zMoR7oGw5ojRIRnUAzNbIyqPXH9faNxkhno7LTUgIVEWj7jNSwiV2%252FIh51xy8pdjpGH85zgWpCfYzOuLzsm8qXWov4ryDPvyBJ7TFGl11IGKYfQMfPIa4OLVT5tRqtvbfsaUitXrNMns1HSER7AlG4sMrJBHhOSQD6MdHUaMzM0CTadJhte9LGScj9P0XL1PLcNchT1bhUF3R%252FjqWH%252Bb66GkcNIeNhH6BQmY3kixesueF0yciaq7ywBWKRxTny%252BhxIsz6SUaGwGFHE%252BT5jakU9wZhK2z%252Fm45vDGXh0L6OBJ4xJuBeX6Fx3kIlSO6OC1HK0ziYBPasZL3KaSkaaQ7pjsEnXuLmiSn%252BrhBw%252F0p3pmTg3eFpdYxn0OPkYyv3rURbRwWQy4eNmhfeUAo7R64o8y%252BVVi1tBoN4aaPQB4xEZ2F5pDxaQntf%252FbejwFaSpSXaHCwEX6KJl%252FJ2S%252BRemOrHXgxfoOvj88ckhNdn74xLMLSIJjB7saRhaRdhG2LN1%252FxiQvGdQ4431949vBTDcGZTbBQHtv0JONQbBzz18rzWHy9h%252FM34XtwtDDM%252FMp%252B%7Cclp%3A2499334%7Ctkp%3ABFBMjK3D6ZVf,149.99,0.00,Authenticity Guarantee,scylla321,99.90%,Red,Nike,13,,,,,,,,,,
"nike air max 90 'ugly christmas sweater' white sneaker, size 7y bnib dc1621-100",https://www.ebay.com/itm/265368469622?_trkparms=ispr%3D1&hash=item3dc9318076:g:XQAAAOSw5xphb1Xd&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiQ9lXn8D6r9jI8oadgGjJeYXauM%252B8NEblLT8nZ5w5dtuiim8VafTxuy00OUM0EvLE8D0LixaZxxHUtdRmgjZKdFh0UwsxYwZE3dQF8taQSqMCyos7%252FGYlzQ4wseS9Zrt95L8YLGiVONysFkgf495a6DKFVDmmyq0CyqCg0Rl0CBNSHWdr%252BbyM7OKqESPmbT5gEokdRQYkFfwSNjjbPKigQWjuKRsSENd1ZBOKPTJC6ljtW%252B9IByPjduP5vd3h1kFHOYayXqH%252FLE%252BjzvtbVGNxAgZA9gIhs7bj1aBAeC%252FUmV4gn%252BWzgWLj4GdGWeNNV5rVIiqUn%252FtF%252FG9cecP4jWLLeP4poJeqbTJywwvPAkZtCBzbhxQla3s%252Bc8nIGprSbBZhY6d6M7evhohJDoxm7jzbT9QMd70Bea4eEGfqhJpiRYpjVIAuMe%252FJJ56d%252FrCNuDH1HF8OZCmRRJL16Rlm6WiQrNC9tv9Nn1kMAQdh3LG0yO8svn%252FGSvRdATEADgZM%252FbV1C7Wh9cGjh1geLUE%252FXMcFwoyZiaVbdOIINkOHkAKhI7USJk6KPuYn%252Fhv4V9cElI9hNVfIs5MSOvip%252BQ6UNI07bNOSsaBlQsdWaYmaqWl%252Bsl616bVWKviu13pUztJ8CrHmOH0HB%252F4Mfa14YDkXegK2UqDzDi9D63gdS3FHtxr0WAb2jtGOxrR64RgTVfeR7YWQVzOUkfGLonwPhXpxq%252BbmYL%252B%252Fom2UMfMThb752RTP8ePXLuABZJ4iupjYXeiZx32%252FZLzaIvJiTOFqSchchlHd4Yf%252FVEaGpTVUh4CzOPHjqPHAO2JmvEWqSCIv6dpcYkp%7Campid%3APL_CLK%7Cclp%3A2499334,149.99,0.00,Authenticity Guarantee,scylla321,99.90%,White,Nike,7,,,,,,,,,,
"nike air max 90 unisex shoes size 9, color: black/black/dark smoke grey",https://www.ebay.com/itm/194463553129?hash=item2d46ee5669:g:XKkAAOSw-ixhddPc,119.90,0.00,Authenticity Guarantee,myshoespot,98.40%,Black,Nike,9,,,,,,,,,,
nike air max 90 white black vapor green (gs) size 7y / wmns 8 dh4111-100,https://www.ebay.com/itm/324847798396?hash=item4ba270087c:g:yPMAAOSwqbBhdZ4u,105.00,0.00,Authenticity Guarantee,southeastdirect29229,99.10%,Black,Nike,7,,,,,,,,,,
nike air size 9 jordan 1 retro high og patent black metallic gold 555088-032,https://www.ebay.com/p/21039803473?iid=294285205225,209.95,21.15,Authenticity Guarantee,eddie_lamas89,98.80%,Black,Air Jordan,9,,,,,,,,,,
nike air vortex black olive size 7. 903896-014 presto air max 2018,https://www.ebay.com/itm/273962907730?hash=item3fc9763852:g:zzAAAOSwwrlc0A-0,139.00,0.00,Authenticity Guarantee,lincolnfootwear,95.00%,Black,Nike,7,,,,,,,,,,
nike air zoom 2k low running sneakers sport trainers men shoes white size 11 new,https://www.ebay.com/itm/254508117019?hash=item3b41ddac1b:g:QbQAAOSw-s5eQHva,104.99,12.99,Authenticity Guarantee,godheis-1,99.50%,Black,Nike,11,,,,,,,,,,
nike air zoom alpha size 8 9 9 10 black volt red habanero white,https://www.ebay.com/itm/183984051466?var=691673162991&hash=item2ad64dd50a:g:y~8AAOSw96ldmOVl,100.00,9.99,Authenticity Guarantee,nikenicklas,100.00%,Black,Nike,8,,,,,,,,,,
nike air zoom cage 3 hc black/white/crimson size tennis shoes size 6,https://www.ebay.com/itm/334188845681?hash=item4dcf351a71:g:etAAAOSwlF5hcHqv,99.95,0.00,Authenticity Guarantee,desertshoes,99.80%,Red,Nike,6,,,,,,,,,,
nike air zoom freak 2 size size 14 basketball shoes black red - new in box!,https://www.ebay.com/itm/294351932644?epid=24043547349&_trkparms=ispr%3D1&hash=item4488be0ce4:g:cRcAAOSwQwNhIqti&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsShRHxq6A69bx76cdn9aiJ%252F%252FFKnY9ndi%252FvNQIX26wtsKqE9kJ0LXdvsQvba4wO4Yv9PSlKC7%252BIBOuemF6YAEnr9Z%252Bxrv4K4X9UAF7CugLmVu3gEY3QYV91B%252FMNaSPwpByGuSVNXZNqUkSMfHgkmWP2hjygERkI2LQ23b%252Bk%252Bwd%252Bge3e%252BdsQxlTmRL5XDFBplvQTqt5E1P%252BtUhly5qfxXdOU1Rb7sqEyGIgkh9XeIMBSlzoMF1ia3u5Vx5YcHd9oSilQvPL3KYryeTgaJJxjtu48o5HODRPWsyjX%252BDMpq0TDctDW5OX%252F9OPtpckU3rL48%252BJGTuZ723nNiiqi%252FM%252BIcFBJ%252BOqPh6bH6073OCIU9q%252F3NODY%252BwUJj8bGjcy1w4YfSDVUHksKIcw0lDbyk1GjLDSzZW5kAEJzoFr07HZk0QatpmJV1cgZRwlrNVze79H9JiVRwvvhEX3qeT08LnoiSkLgimTEE91pS8pYQpOnFBJpnFVoucgUTFmteioQTGOj0f6netLXiQyn61kj0kfimtaB9PvAzpL68dt4x8qc4UgXn3QwRkHl86wBwV8AZ5cUicdNjggAOHVlx4Y2JZOXOClWD%252BHCFC%252BhC%252FJAwigo9pSBZcVl1jHZ8FlYdyAW1yI%252FpBG%252FC9hWaMsV%252F4Yb6Gh6q5AMCchYqkezYfyqqab6t7BodLj7UbmfUCTDoE6zvA9EMpm0xrDAqgc4oLLK1QUjZWrnsowKbv96Ey0nEDIBHeSzBwltSz8Q6bkBvsE7iR93dZjvtYoH8FmLixqf0MSoVKrG8M374qETKdeGNszdMMNuDUAGJIgL1yv%252Bac8hcQ%252BsuPsC%7Cclp%3A2499334%7Ctkp%3ABFBM9rSw6JVf,89.96,19.95,No Guarantee,goalkeeper55,99.90%,Red,Nike,14,,,,,,,,,,
nike air zoom g.t. gt cuta size 9 brand new in box cz0175-604 2020/1 olympics,https://www.ebay.com/itm/284495118905?hash=item423d3b0239:g:lGQAAOSweVJg-J4U,259.99,0.00,Authenticity Guarantee,davydoo3,100.00%,Red,Nike,9,,,,,,,,,,
nike air zoom g.t. run 'black ghost green crimson size 10 cz0202-001 no lid,https://www.ebay.com/itm/185123008518?hash=item2b1a30f006:g:qq8AAOSw~sNhc4vU,149.99,21.15,Authenticity Guarantee,fashionnava,100.00%,Black,Nike,10,,,,,,,,,,
nike air zoom pegasus 34 tb 4e wide black white size 13 887010 001,https://www.ebay.com/itm/304197169969?hash=item46d3907331:g:usgAAOSwhiVhb1dK,149.99,0.00,Authenticity Guarantee,swooshsupply,99.60%,Black,Nike,13,,,,,,,,,,
nike air zoom pegasus 38 buffalo bills size size 11 running 2021 dj0842-400,https://www.ebay.com/itm/324802314071?hash=item4b9fb9ff57:g:EiMAAOSwYzlhTjo0,289.94,0.00,Authenticity Guarantee,allcommoncents,99.70%,Blue,Nike,11,,,,,,,,,,
nike air zoom superrep 2 mens running training sneakers shoes cu6445 sz 10 new,https://www.ebay.com/itm/304181509719?hash=item46d2a17e57:g:O6AAAOSwUz5hZDjV,100.00,0.00,Authenticity Guarantee,thesportshack99,100.00%,Blue,Nike,10,,,,,,,,,,
nike air zoom superrep 2 training sneakers blue mango men’s size 10 cu6445-400,https://www.ebay.com/itm/363586271828?epid=18045637881&_trkparms=ispr%3D1&hash=item54a76e3a54:g:dtQAAOSwNgVhbi19&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlMTIifhgHFhC0bSIKdFeu1yemNO6eEFSrGDcRH7SZr4F6X9X%252BYFZFR%252Bh0qGF%252FGJV3R%252BIRGnhs%252FeEjwZfCBUI2WIt%252B3gC3diKu21Ds%252BvfZ%252FbPmNAmfn%252FXqqVv%252BVlqQsYdkvsV2UrYRUwWKs8swQS2zrznCJJ1rAVSnZVUA%252F5cKUGU2Ey2Tm3f4lM0m8eTip57bf6Ive0N0ffAPAhOysWrvJHmLazb5Dac%252Bb1U5%252BwmfYoYjEr1juJzE%252B6NdnURociCIayHiwNmq3FG4AbuPHnlC0JIERvyt0Z1rllTKZgdkZWj81aCd2dqCitYOZ4mlM4jOw6m%252FFgqKlF5beoieVJbSPXcF0Zbc7GTF4AaSFQZvpXni26pi1NnlL65ebOHm8K%252B7gYSsAwNTM6LBCC7yY0XrzfLIJi2M3d5jDUun8nqGD09aFVYfOEVoKE%252FeKLEiYhxiavK297%252BVVO8OY6VN24uMPWcSLwhuq02MxL9gCWURaC9zDkOJN%252BX0f%252BMeOgRYalhObR3gyQ7csAgQdLsrDYiW3tErynwib%252ByWP1LOoYoojMFXzHSN4nRiFUrizCq4VQLyBuHnv5XjjCch2%252FVKLA9BmiMMKR63xu%252FdbWc1QyguZb3%252FgyokttYmHLnfgtM3a90hDZxPsi%252FL4Wtlnu7V2EKZQY5Usht8I543A7PSzR9YszmNiQtgwIDZY1fkYt7RRXhGzflRY6G%252FSxrmqObPgj4hj3pePK0BGuP6w%252BLLU%252FRoEnRGdR0SQT0ZZa5Fx3DCIyFwGcpqocRUz9LL%252FxdAcoEh8B23nvwZkvcVdTuJmZHEQopsg8oF3Lgcp1dOUKdVLdE%7Campid%3APL_CLK%7Cclp%3A2499334,100.00,0.00,Authenticity Guarantee,authentic_athletic_apparel,100.00%,Blue,Nike,10,,,,,,,,,,
nike air zoom tempo next% fk flyknit ci9923 103 running shoes size 7-14,https://www.ebay.com/itm/373672998992?var=642706981017&hash=item5700a57850:g:U4kAAOSwJG5hDGhS,129.99,13.55,Authenticity Guarantee,kickscastle,100.00%,White,Nike,7,,,,,,,,,,
nike air zoom turf jet 97 blue/white running shoes men size 10,https://www.ebay.com/itm/313699293775?var=612483419739&hash=item4909ef5a4f:g:RMUAAOSwBplhcwSk,261.45,0.00,Authenticity Guarantee,soldsneaker_com,100.00%,Blue,Nike,10,,,,,,,,,,
nike air zoom type mens sz 7 black white running shoes sneakers cj2033-003 new,https://www.ebay.com/itm/284311144944?hash=item423243c9f0:g:dTEAAOSwYRtge7Pg,149.00,0.00,Authenticity Guarantee,bekbaindurashvil_0,100.00%,Black,Nike,7,,,,,,,,,,
"nike air zoom vapor x kyrie 5 ""hot lava"" size sz 11 wht/blk- bq5952 100",https://www.ebay.com/itm/133913813518?hash=item1f2de2a20e:g:rKoAAOSwmTRhdhZi,299.00,15.00,Authenticity Guarantee,sparechange100,100.00%,Black,Nike,11,,,,,,,,,,
"nike air zoom vomero 16 size 12 gray, royal, black. new in box",https://www.ebay.com/itm/154658644727?hash=item24025fa2f7:g:oYYAAOSwx5phbgC0,155.00,13.55,Authenticity Guarantee,robuck80,100.00%,Blue,Nike,12,,,,,,,,,,
nike by you air force 1 mid 'royal blue black gum' men sz 6/women 7 aq3776-994,https://www.ebay.com/itm/284391002260?hash=item4237065094:g:arcAAOSwqGxhBD4r,129.00,0.00,No Guarantee,snkrs.supply,100.00%,Blue,Nike,6,,,,,,,,,,
nike by you id air force 1 black white ct7875 994 size size 11,https://www.ebay.com/itm/154642201899?hash=item240164bd2b:g:QY4AAOSwKX5hOCkV,159.99,0.00,No Guarantee,jen42571,100.00%,Black,Nike,11,,,,,,,,,,
nike by you id air max 90 essential black red blue ct3621 991 size 8,https://www.ebay.com/itm/203600878999?hash=item2f678edd97:g:-V4AAOSw1Ntg13RC,116.10,0.00,No Guarantee,mzdeals2008,99.10%,Blue,Nike,8,,,,,,,,,,
nike dunk by you fragment size 9,https://www.ebay.com/itm/133763491725?hash=item1f24ece78d:g:NNoAAOSwEOJgopbr,200.00,18.44,Authenticity Guarantee,ricco-6459,100.00%,Blue,Nike,9,,,,,,,,,,
nike dunk championship navy hi size 9,https://www.ebay.com/itm/255185156183?hash=item3b6a387857:g:nBEAAOSwtyZhbbN~,200.00,11.35,Authenticity Guarantee,cuddyys,100.00%,Blue,Nike,9,,,,,,,,,,
nike dunk hi retro game royal ds size 11,https://www.ebay.com/itm/164952687497?hash=item2667f24389:g:C38AAOSw0c1g6TB~,200.00,20.00,Authenticity Guarantee,chillcut,100.00%,Blue,Nike,11,,,,,,,,,,
nike dunk high (ps) championship navy/midnight ps size 12c dd2314-104,https://www.ebay.com/itm/234239793120?hash=item3689c797e0:g:6aIAAOSwXcxha0QR,125.00,21.15,Authenticity Guarantee,sharpersneakers,100.00%,Blue,Nike,12,,,,,,,,,,
nike dunk high “championship navy” size 10c ps *order confirmed*,https://www.ebay.com/itm/174970408914?hash=item28bd0c8fd2:g:3koAAOSwqcFhYMV~,100.00,9.30,Authenticity Guarantee,pazar87,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk high “championship navy” size 11 (brand new),https://www.ebay.com/itm/393619842150?hash=item5ba5922466:g:apYAAOSww9ZhawDf,159.99,0.00,Authenticity Guarantee,hanyo-11,100.00%,Blue,Nike,11,,,,,,,,,,
nike dunk high championship midnight navy gs size 7y db2179-104,https://www.ebay.com/itm/255177736885?hash=item3b69c742b5:g:wIEAAOSwrbphZ1yx,125.00,14.25,Authenticity Guarantee,newagain13,100.00%,Blue,Nike,7,,,,,,,,,,
nike dunk high championship midnight navy size 10 m dd1399-104 ds nib,https://www.ebay.com/itm/373758652170?hash=item5705c06f0a:g:0RYAAOSwkCVhazc0,150.00,14.25,Authenticity Guarantee,andmir_4394,100.00%,Blue,Nike,10,,,,,,,,,,
nike dunk high championship navy - size 11 (deadstock),https://www.ebay.com/itm/203656345759?hash=item2f6add389f:g:TxEAAOSwj6thZ1Ju,160.00,21.15,Authenticity Guarantee,antoniflore-64,100.00%,Blue,Nike,11,,,,,,,,,,
nike dunk high championship navy gs size 7y (8w) order confirmed!!,https://www.ebay.com/itm/384435551787?hash=item598224fe2b:g:LOsAAOSwGOZhYFsQ,120.00,13.55,Authenticity Guarantee,maar_8228,100.00%,Blue,Nike,7,,,,,,,,,,
